,title,price,condition,Screen Size,Color,RAM Size,SSD Capacity,Processor Speed,Brand,Maximum Resolution,Hard Drive Capacity,Storage Type,Processor_Brand,Processor_Series,Processor_Subseries,Processor_Generation,has_GPU,os_type
549,"hp elitebook 850 g1, i7-4600u @ 2.1ghz, 8gb, backlit keyboard - no os/hdd",67.5,used,15.0,missing,8.0,8.0,2.1,hp,missing,0.0,no drive,intel,core,i7,4.0,0,no os
550,"lenovo thinkpad l15 gen 2 15.6"" non touch  i7-1165g7 16gb ram 256gb ssd",450.0,open box,15.6,black,16.0,512.0,2.8,lenovo,1920x1080,512.0,ssd,intel,core,i7,11.0,1,windows
551,hp envy x360  convertible 15m-cn012dx 256gb ssd 12gb ram windows 11 home no batt,166.3,used,15.6,missing,12.0,256.0,1.8,hp,1920x1080,,ssd,intel,core,i7,8.0,0,windows
552,"hp probook 450 g1, i5-4200m@2.5ghz, 8gb ram, 1tb hdd",89.99,used,15.6,black,8.0,,2.5,hp,missing,1000.0,hdd,intel,core,i5,4.0,0,windows
553,"hp elitebook 8560p 15.6"" | 2.70ghz core i7-2620m | 8gb ddr3 | no hdd | dvd-rw",44.99,used,15.6,missing,8.0,,2.7,hp,missing,0.0,missing,intel,core,i7,2.0,0,missing
554,"lenovo thinkpad t590 intel core i5-8265u 15.6"" laptop computer 256gb - black",102.5,used,15.6,black,8.0,256.0,1.6,lenovo,1920x1080,,ssd,intel,core,i5,8.0,1,windows
555,"hp 15-dy0701ds 15.6"" laptop computer intel celeron n4120 128gb - silver",99.99,open box,15.6,silver,4.0,128.0,1.1,hp,1366x768,,ssd,intel,celeron,,,1,windows
556,asus rog strix scar edition gl703v gaming laptop (gunmetal),330.0,used,17.3,gunmetal,16.0,256.0,2.8,asus,1920x1080,1000.0,hdd + ssd,intel,core,i7,7.0,1,windows
557,"lenovo 14"" thinkpad p14s gen 1 i7-10510u @1.8ghz 24gb ram 256gb ssd win 10 pro",297.95,used,14.0,black,24.0,256.0,1.8,lenovo,1920x1080,256.0,ssd,intel,core,i7,10.0,1,windows
558,"asus tuf gaming laptop (ssd 512gb, amd ryzen 7 3750h rtx 2060 16gb ram)",495.0,used,15.6,black,16.0,512.0,2.3,asus,1920x1080,512.0,ssd,amd,ryzen,7,,1,windows
559,dell latitude e5420 i3-2330m 2.2ghz 10gb ram 500gb hdd dvd-rw  windows 8.1 pro,74.99,used,14.0,gray,10.0,,2.2,dell,1366x768,500.0,hdd,intel,core,i3,2.0,1,windows
560,dell latitude e6420 i5-2520m 2.5ghz 12gb ram  500gb hdd wi-fi  windows 8.1 pro,79.99,used,14.0,gray,12.0,,2.5,dell,1366x768,500.0,hdd,intel,core,i5,2.0,1,windows
561,dell inspiron 3780 i7-8565u 256gb ssd 1tb hdd 16gb ddr4 w10p,133.5,used,17.3,missing,16.0,256.0,1.8,dell,1920x1080,1000.0,hdd + ssd,intel,core,i7,8.0,0,windows
562,dell precision m4700 i7-3940xm 3ghz 16gb ram 128gb msata quadro k2000m fhd,150.0,used,15.6,gray,16.0,128.0,3.0,dell,1920x1080,,missing,intel,core,i7,4.0,0,ubuntu
563,"one-netbook  a1 pro umpc pc mini laptop 7"" 16gb 512gb ssd  i5-1130g7 windows 11",650.0,open box,7.0,missing,8.0,128.0,2.0,one-netbook,missing,500.0,ssd,intel,core,i5,11.0,0,windows
564,dell latitude e7440 laptop boots intel core i5-4310u @2.0ghz 8gb ram no hdd/os,27.0,used,14.0,missing,,,,hp,missing,,missing,intel,core,i5,4.0,0,missing
565,dell latitude 5490 intel core i5 7300u @ 2.60ghz 8gb ram 500gb hdd win 11 *read,84.99,used,14.0,black,8.0,,2.6,dell,1366x768,500.0,hdd,intel,core,i5,7.0,1,windows
566,dell inspiron 1764 laptop working with wifi & windows 7,61.0,used,17.3,black,,,2.27,dell,missing,500.0,missing,intel,core,i5,,0,windows
567,"dell latitude 5500 15.6"" laptop i7-8665u 256gb ssd 8gb ram win 11 pro",299.0,used,15.6,black,8.0,256.0,1.9,dell,1920x1080,256.0,ssd,intel,core,i7,8.0,1,windows
568,dell latitude 7420 intel core i5 16gb no hdd parts & repair,125.0,used,14.0,missing,16.0,,,dell,missing,16.0,hdd,intel,core,i5,11.0,0,missing
569,"lenovo thinkpad x100e 11.6"" laptop amd athlon mv-40 1.60ghz 2gb ram *no hdd*",12.99,used,11.6,missing,2.0,,1.6,lenovo,missing,0.0,hdd,amd,athlon,,,0,no os
570,samsung 900x4d laptop boots intel core i7-3517u @1.9ghz 8gb ram 512gb ssd,59.0,used,15.6,missing,,,,samsung,missing,,missing,intel,core,i7,3.0,0,missing
571,"lenovo thinkpad t480 20l5004hus, intel core i5-8250u, 12mb ram,",119.49,used,14.0,black,12.0,480.0,1.8,lenovo,1366x768,480.0,ssd,intel,core,i7,8.0,1,windows
572,dell precision 3551 laptop boots core i7-10750h quadro p620 16gb ram 256gb ssd,265.0,used,15.6,missing,,,,dell,missing,,missing,intel,core,i7,10.0,0,missing
573,lenovo thinkpad p50 touch xeon e3-1505m v5 512gb ssd 16gb ram quadro m2000m w 10,259.99,used,15.6,black,16.0,512.0,2.8,lenovo,3840x2160,,ssd,intel,xeon,e,,1,windows
574,windows 11 hp core i3 8gb ram 500gb ssd hdmi laptop office 2021,199.99,good - refurbished,14.0,missing,,500.0,2.4,hp,missing,500.0,ssd,intel,core,i3,4.0,0,windows
575,dell latitude e7250 laptop boots intel core i5-5300u @ 2.30ghz 8gb ram no hdd,29.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,5.0,0,missing
576,"lenovo thinkpad t460s fhd 14"" laptop core i7 2.6ghz 8gb 480gb ssd w11 pro",240.0,used,14.0,missing,8.0,480.0,2.6,lenovo,1920x1080,480.0,ssd,intel,core,i7,6.0,0,windows
577,"dell latitude 7490 14"" i7-8650u@1.9ghz 512gbssd 32gbram 1920x1080 **grade a**",289.0,used,14.0,black,32.0,512.0,1.9,dell,1920x1080,,ssd,intel,core,i7,8.0,1,windows
578,dell latitude e7270 laptop boots intel core i5-6300u @ 2.40 8gb ram no hdd,48.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,6.0,0,missing
579,dell precision 5550 intel i7-10850h 32gb 512gb nvidia t1000/4gb- warranty incl,530.0,used,15.6,silver,32.0,512.0,2.7,dell,1920x1200,512.0,ssd,intel,core,i7,10.0,1,windows
580,"asus rog zephyrus 2022 m16 (2tb ssd, i9-12900h, 3070ti, 40gb ram) used & see des",1350.0,used,16.0,black,40.0,2000.0,2.5,asus,2560x1600,2000.0,ssd,intel,core,i9,12.0,1,windows
581,lenovo thinkpad t460s intel core i5 2.40ghz 8gb 256gb ssd windows 10 pro x64 fhd,100.0,used,14.1,black,8.0,256.0,2.4,lenovo,1920x1080,256.0,ssd,intel,core,i5,6.0,1,windows
582,"dell xps 13 9365 2-in-1 13.3"" fhd touchscreen core i7-7y75 16gb 512gb ssd",349.99,used,13.3,silver,16.0,512.0,1.3,dell,1920x1080,,ssd,intel,core,i7,7.0,1,windows
583,lenovo thinkpad t440s intel i5 1.9ghz 8gb ram 500gb hdd win10 pro charger,90.0,used,14.0,missing,8.0,500.0,1.9,lenovo,missing,500.0,ssd,intel,core,i5,,0,windows
584,"gateway ultra slim 15.6"" fhd intel double core 128 gb 4gb laptop charcoal grey",99.99,open box,15.6,gray,4.0,128.0,3.0,gateway,1920x1080,128.0,emmc,amd,ryzen,,,1,windows
585,dell latitude 7290 laptop boots intel core i5-8350u @ 1.70ghz 8gb ram no hdd,75.0,used,12.5,missing,,,,dell,missing,,missing,intel,core,i5,8.0,0,missing
586,hp pavilion x360 15/touch/intel core i3- 1125g4/8gb ram/256gb ssd/windows 11,260.0,new,15.6,silver,8.0,256.0,2.4,hp,1920x1080,8.0,ssd,intel,core,i3,11.0,1,windows
587,"dell inspiron 7348 | 2 - in - 1 laptop | 500gb hdd | i5,5200 | 8gb | win 10 pro",125.0,used,13.0,missing,8.0,,,dell,missing,500.0,hdd,intel,core,i5,5.0,0,windows
588,"dell latitude 5590 15"" i5-8350u@1.7ghz, 16gb ram, 256gb ssd, windows 10 pro",135.0,used,15.0,black,16.0,256.0,1.7,dell,1920x1080,0.0,ssd,intel,core,i5,8.0,1,windows
589,"hp elitebook 840 g3 i5-6200u 2.30ghz, 8gb ddr4 ram, 250 gb ssd, no os [bay 1-b]",114.99,used,14.0,black,8.0,250.0,2.3,hp,1366x768,250.0,ssd,intel,core,i5,6.0,1,no os
590,lenovo thinkpad t470s laptop boots core i5-6300u @ 2.40ghz 8gb ram no hdd/os,45.0,used,14.0,missing,,,,lenovo,missing,,missing,intel,core,i5,6.0,0,missing
591,"hp elitebook 850 g4 15.6"" fhd i5-7200u 2.5ghz 12gb 256gb nvme windows 11 laptop",149.99,used,15.6,missing,,256.0,2.5,hp,missing,,ssd,intel,core,i5,7.0,0,windows
592,"dell 7490 latitude 14"" fhd laptop intel i5-8350u 1.7ghz 8gb 512gb w10p",199.99,certified - refurbished,14.0,black,8.0,512.0,1.7,dell,1920x1080,512.0,ssd,intel,core,i5,8.0,0,windows
593,"toshiba portege z30-b 13.3"" intel  core i5-5300u 2.30 ghz 8 gb ram 128 gb ssd",79.99,used,13.3,missing,8.0,128.0,2.3,toshiba,missing,,ssd,intel,core,i5,5.0,0,missing
